Author ID,Title,Content,Publish Time,Likes,Favorites,Comments
Lyra,用老派的方式约我,"不要Message 留言，禁止临时问我等下是否有空，你要打电话给我，问我三天后的周末，是否有约，可不可以见面。
你要像绅士那样，穿着衬衫，提前在楼下接我，帮我开车门。
我们要先看电影，一起吃甜筒。我们去晚餐，不要商场的拥挤也不要昂贵餐厅的做作排场，最好是人不多的温馨小店，可以傻傻的看着对方微笑。
记得把你的iPhone 关掉，不要在我面前传简讯。你只能，专注的，看着我，跟我说话，想着我。
我们要在夕阳西沉的时候散步，我们要走很长很长的路会拉着我手的那种，在散步的时候会告诉我很多关于你的事情。真正的谈话，老派的谈话。
你初恋什么时候？你写日记吗？你的外号是什么？关于你上学的事情呢？你都去过哪些地方？遇见过哪些有趣的人？你字好看吗？能写情书给我吗？
你可以问我同样的问题，但不能问我有没有暗恋过谁，我会撒谎，这是礼仪。
我们走路的时候要一直说话，有车来的时候会护着我让我走在路里面，红灯的时候就松松又粘粘地看着彼此。
眼神交互到仿佛未来的日子也紧密不分开。
走完这条路，我们就在一起吧
#武汉轮渡 #日系 #jk #古早味",编辑于 4天前 江西,6852,1234,449
归姝,🩵,#不是今天拍的 #乱带标题别管我了 #感觉至上𖦹ࡇ𖦹,1小时前 江西,9,1,3
孙可人,172 55｜女性的身材是件艺术品,"来了喜欢的海边🌊
#完美身材 #海边穿搭 #腰臀比 #长腿#直腿",06-20 浙江,1241,406,102
爱健身的杨老师,🤳,#爱上原相机里的自己,4小时前 湖北,36,3,9
老白分析室,周末消息汇总，下周刺激了,#财经 #股票 #金融,2小时前 上海,398,46,32
大表姐爱画画,混合才是高级玩法！,#调色 #艺术 #解压 #这把高端局 #aha这也是艺术 #金色 #银色,昨天 18:14 江苏,2256,389,119
林英聪,用了10年Mac，我总结了8个高效率快捷操作,"今天是一期关于Macbook的快捷操作，Mac的快捷键真的非常多，全部记很麻烦也容易乱，今天我把我这10年使用频率最高的快捷操作，分类整理成了视频最后的思维导图，方便大家快速记忆，你们可以收藏起来。
	
#数码好视频 #数码大玩家 #macbook #高效生产力 #提升生产力 #效率神器 #mac #苹果电脑 #苹果全家桶",昨天 17:01 广东,747,767,25
黄二,就别抱紧我别安慰我～,#带走了我的天真转场 #变装,昨天 17:26 浙江,2871,600,58
白开水！,“爆裂吧现实，粉碎吧精神”,#cos妆 #小鸟游六花#cos #二次元,昨天 19:47 上海,4425,325,171
🐳🐋🐬🐟🐠🐡🦈,有没有公边牧借配的呀,我的花卷儿快发情了，有没有离的近的相个亲呀，需要黑白色帅气狗狗，大概是7月底的发情期，提前见见培养一下感情有意者联系 #边牧配种  #狗狗配种 #边牧 #太原古县城  [poi_v2]#,07-06 山西,2,收藏,16
仲嶽,不背单词是假象，记得更牢是真！,"🏁 背单词打卡 Day 248
💻 累计学习单词：1782 个
📅 今日学习单词：10 个
🕙 今日记忆次数：10 次
It may come true.
许个愿吧。
#考研备考攻略 #考研英语 #背单词 #英语单词 #考研打卡 #学习日常 #学习必备APP #每天背单词",昨天 22:42 海南,点赞,收藏,评论
开心超人,,大美女！！！#二狗脱口秀 #脱口秀 #名场面 #美女 #富婆 #搞笑 #大长腿,6天前 浙江,973,112,20
三,🪵,"今天的妆有点微丧，刻意加深了下眼影，有点凌乱随意的氛围～
#妆容分享 #妆面记录",昨天 23:02 广东,1026,205,46
橘又金,东拼西凑,,昨天 21:17 广东,422,55,15
大厂小马甲,摩根大通提问：真值得吗,"淘宝、美团、京东一个周末就狂撒几百亿补贴，打得摩根大通的人都提问：值得吗？
	
不过人家还是给出了自己的投资偏好顺序：阿里巴巴 > 美团 > 京东
#互联网大厂 #外卖",6天前 北京,1292,516,723
不河狸ྀ,突然想自拍一下，说不定以后还能翻到,#视频记录生活 #还是没变 #假装自己是个帅哥,07-11 浙江,2,1,评论
我女郑小朋,🥸,我现在看郑朋很复杂 一会我是他妈 一会他是我妈,6天前 四川,2039,89,267
iiiis bot,经常请吃饭的漂亮姐姐,#孙一宁,06-26 河北,1416,114,4
玫瑰玫瑰我愛你。,周杰伦2025嘉年华第100场plog.,"带卜看我伦哥的一天，这么近那么远，哈哈哈
还在演唱会戒断…翻看视频，怎么都是我的声音啊
唱的难听又爱唱第一人#奔赴一场青春的演唱会 #周杰伦厦门 #华语乐坛顶流",1天前 福建,15,收藏,15
dlwlrma,康康我的小红书新头像 🗣,#晒晒我的小红书头像,1小时前 陕西,点赞,收藏,评论
嘟嘟是一只贪吃柯基,发一张照片证明你的小狗很有镜头感,#想记录下此刻 #这个模板有点东西,编辑于 5天前 广东,1,1,27
高高yeye,旋律一响🧠：完了 完了 这啥歌来着…,#KOD世界街舞比赛  #waacking比赛 #气氛到这了 #北京舞蹈 #小红书春天舞会,2天前 北京,1686,221,99
大宇宙,伦敦的揽胜和国内区别么？,在伦敦两天看到的揽胜，基本上统一的深色系，尤其是黑色占比极高。,2天前 英国,362,71,84
船长Leo,这周末是最愉快的周末,小红#我的炒股日记 #财经 #股票 #金融,2天前 加拿大,195,32,233
aQianG,～,#oner #岳岳pinkray #岳明辉,编辑于 07-04 山西,1008,132,46
xyt,看了好六的预告，再次感叹檀健次人真好！,"有人看了预告，也许有人会为檀健次感到不值，但是恰恰相反，我看到了檀健次的能力！
毕竟1分多的预告，檀老师就有50多秒，这还是有个大前辈在，不然镜头只会更多！这就是硬抗的实力，别说好六对檀老师好，这就是一个看人下菜的节目！所以那些有争议的都是为了工作而已！
还有雪琴的选择，她能毫无负担的说出其他人的名字，恰好证明檀老师人好，别说她是嘴快，做综艺的不可能无的放矢的乱说！
她知道即便这么说檀老师也不会真的生气，反而会配合她做好节目效果，这不效果就出来了吗？
所以这些事都是建立在檀健次有实力，情商高，情绪稳定，人品好，才能发生的事！
最后说一点，檀健次太帅了，五官太精致了，表情太生动了，说话太有梗了，管什么节目内容，就纯欣赏檀健次，我都可以把节目盘包浆！
好希望他能多上这种节目，这是不是有点痴心妄想，感觉他现在上好六都是看情分了吧，对他加成并不大，他现在上纯粹是在反哺节目，回馈粉丝了吧！#檀健次",编辑于 1小时前 四川,830,40,143
小九儿,男朋友开丰田车是什么水平？,#广汽丰田  #适合年轻人的第一辆车  #适合通勤的车  #颜值高的车  #九代凯美瑞  #梦中情车  #新手买车  #买车  #买车必看  #适合家庭用车,5天前 美国,57,17,337
苏柯小助理,手绘21（自然主题）,该画为绿色调，构图将室内和室外的界限打破。考试过程中多用一些不一样的构图。#生活画家创作挑战赛 #设计考研 #考研手绘 #人与自然主题画 #手绘打卡 #艺术设计 #手绘 #考研手绘 #彩色装饰画 #画画日常,07-09 江苏,12,5,评论
W-租赁管家,中介费到底该不该给,#年轻人租房 #买房建议 #小红书租房 #租房避雷 #装修 #武汉,编辑于 昨天 16:13 湖北,99,16,192
降谷零,寻找做这个无料的老师！,"吴Wayne跳出来的时候真的吓我一大跳！以及这个应该怎么收回去。
#zgyyj #怪物#zgyyjyy #鱼书#吴盛祥#申祥",6天前 江苏,16,收藏,7
momo,,#小红书兴趣季 #小红盒 #日落后出发,4天前 广东,1,1,评论
江南,打卡第二天,一天一餐，一份冷面,5天前 安徽,点赞,收藏,2
烂口律师 天晓,优秀的法院会告诉你诉了也是白诉。,"好奇它所谓的非诉途径是什么？
	
#律师 #律师日常 #律师咨询 #法院 #法律 #法律人",编辑于 昨天 14:58 广东,942,406,380
一只咸鱼,把永远爱你写进诗的结尾💖,"²⁰²⁵/₀₇.₁₁ 𝗝𝗮𝘆 𝗖𝗵𝗼𝘂📍厦门
共赴一场青春嘉年华🎶
#奔赴一场青春的演唱会 #周杰伦厦门 #周杰伦",5天前 福建,4,收藏,3
米勒Miller,青春回忆杀，路上偶遇Campus在“散步”,"啊啊啊今天走在街上差点惊掉下巴——Campus居然在“散步”！！
原来是Campus50周年，
整个破次元壁既视感！太会玩了叭～
📖 Campus笔记本真的是学生党和手账er的青春回忆杀！从课堂笔记到工作规划，承包了多少人的“纸上人生”
#Campus50周年",编辑于 3天前 上海,64,15,评论
美美猪头,前四是我想的发型，中二是想要发色，后三是我,想要的发型，和得到的，中间差一个自说自话的托尼。他只管他想给你做的，或他最拿手的给你#发型推荐 #发型参考 #今日发型 #每次去理发店都是一场赌博 #头发颜色,7天前 江苏,105,81,13
零陆Six,小时候我爸妈就是这么扭的,"🧑‍🤝‍🧑@李6V
#我在小红书跳舞 #上世纪决定我审美的时代 #时尚是个轮回 #复古 #双人舞",编辑于 07-09 上海,1.1万,618,210
Dear迪丽热巴安利站,💃🏻这个赛道来了个女明星,妈妈说把头发都梳上去大大方方的#迪丽热巴 #利剑玫瑰#邓妍 #枭起青壤 #聂九罗 #慕胥辞 #贺思慕 #宝藏女孩迪丽热巴  #向全世界安利迪丽热巴 #热巴,2天前 重庆,3761,84,29
一直在等萧亚轩开演唱会,萧亚轩谈表情管理，你学会了吗？,"萧亚轩谈表情管理如何漂亮的悲伤，你学会了吗？
#萧亚轩 #华语乐坛 #偶像 #艺人 #歌手 #表情管理 #遗失的心跳",07-02 上海,209,20,18
睡不醒,愿烦恼烟消云散,#回归打工人生活 #没有什么能够阻挡我去上班 #早点下班早点 #体制内穿搭 #体制内上岸 #非全日制研究生 #平淡的一天,06-25 河南,4,收藏,评论
街头型录,夏风漫游过衣褶，吹散一整个午后的疲惫,#街拍,7天前 北京,42,10,评论
我是95后小厨娘,Plog｜新人美食博主第🔟天｜今天是跨城探店日,"嗨👋，晚上好呀，欢迎来到95后小厨娘分享探店☕️篇—（附
手机拍摄技术）
	
不止会拍美食 还很擅长给朋友们拍照🤳
朋友突然说想去中山玩玩～ 所以买了高铁票就去啦
可以说是有点匆忙啦～我们到的时候自己有点晚了，但是不耽误咱们出片的效果喔～
超实用的手机拍照构图📱
新手博主干货分享  看完的赶紧上手🤳
	
1️⃣和朋友如何在拍好探店照片？
✅咖啡店门口特别标志：全身+手势（把人物➕景一起拍）
✅自然光拯救法：因为靠近窗户有点背光，手机曝光+0.7、（原图直出也很好看，根据情况调闪光灯）
	
2️⃣匆忙的半日游“高效踩点”攻略：
🚄交通：广州南→中山小榄（高铁18分，班次很多）
⏰时间安排：16：43到达中山小榄→17:20到朋友上班的地方→17:30到朋友家里等她换衣服→18:10骑着朋友的电瓶车去咖啡店→18:30嘎嘎一顿拍→19:30吃饭（小龙虾和鸡煲）→21:20返程
	
📌利他提示：中山小榄美食确实很多，但是我们想吃的中山乳鸽来不及啦（周六要排队）要去的姐妹一定要合理安排时间喔～
	
3️⃣ 手机拍照“路人变博主”技巧
📸 咖啡厅万能pose（适合素人）：
1. 手里拿报纸：两只手摊开拿着，身体微微侧倾（显瘦！）
2. 坐在椅子上：把腿搭到大腿上，双手拿着报纸（当成反光板打在脸上超绝的）看镜头
3. 报纸可以重复：就是利用有限的资源可以多换动作
	
📱设备：iPhone16 promax实况模式（想p图也是超简单的）
	
💬 新人坦白局：
▪️第10天  粉丝30+，但数据焦虑是真的…
▪️下期想看我做饭还是拍照📷？
▪️你的点赞是我爆更的动力❤️
	
今天依旧是热爱生活的一天哦！明天会更好的，加油呀，晚安😴 姐妹们
#想记录下此刻
#这个模板有点东西
#尝试做自媒体博主
#素人做博主的长成日记
#新人博主
#探店
#薯队长
#干货分享
#日常plog
#女性成长",06-29 广东,23,2,29
小颖颖,35岁｜做一个温柔却“不好惹”的女子,"温柔的人就像春夏交替时
蕞温柔和煦的那阵风
万物经过它都变成柔软的样子
然后你也会对这个世界充满喜爱”
	
但是要明白
温柔从来不是轻声细语
也不是软弱不堪善待别人的同时保护好自己
不任人摆布、不被人欺负
	
如果你不想当软柿子
今天就为大家分享如何成为一个温柔却不好惹的女子
	
■懂得拒绝，敢于说不，不委屈自己
■不讨好任何人，学会自私一点
■有主见，不轻易动摇
■注意保持与他人的分寸感
■从内心认可自己，拥有配得感
■让别人知道你的原则和底线
■远离无效社交
■不在意别人的眼光
■不对他人抱有期待
■与自己的负面情绪和平相处
	
愿我们都能做一个永远忠于自己，披星戴月奔向理想和自由的女子❤️
	
我是小颖颖～谢谢你看到这里💕~下次见👀~
	
#浪漫生活的记录者 #新人博主 #plog #车内拍照 #保时捷 #车生活 #灵感笔记 #新人来报道啦 #人生的意义 #自媒体 @生活薯 @薯队长 @薯条小助手",6天前 四川,153,35,159
人间观察员甜瓜,plog|人生是旷野 不是轨道🔄,"最近很喜欢的一句话：
“人生是旷野，不是轨道。”
	
人生不是固定的方程式，也没有唯①答案，
没有谁生来就应该是什么样：
不想结婚没什么，想离婚也没什么，
喜欢同性没什么，
喜欢的东西大家都不喜欢这也没什么。
	
在没有影响他人的前提下，
每个人都有权利自由生长，
去过想象里的千百种人生。
	
你不是别人所控制的你的样子，
不是社会所规定的你的样子，
不是世俗认为的你应该成为的样子。
	
在人生的旷野上，你可以按照自己的节奏和喜好去生活。
	
人生应该是旷野，不应该是轨道。
应该在自己选择的前进路上，像风一样呼啸而过，像云一样野蛮生长；
去感受快乐，去经历苦难，
热烈而自由地活着💗
	
🙋 关于我
最近真的像被按了加速键，连发呆都成了奢侈。翻到相册里这些零碎瞬间才惊觉，原来平淡日子里藏了这么多小确幸✨ 生活偶尔兵荒马乱，但好在还有这些照片、这些美食、这些小物件能治愈我。最近真的好爱红色，红色代表红火，希望自己的自媒体之路也能像红色一样一路长虹！👋啦
#浪漫生活的记录者#自媒体新人 #日常碎片PLOG #人生是旷野而非轨道 #日常plog #记录生活的边边角角 @薯队长 @日常薯",2小时前 江苏,10,4,13
我是小小芯～,02年女生 | 沉浸式创业,"被公司邀请来工厂溯源啦
和我做私域认识⑥年的姐姐
一起吃了海底捞，去逛了广州塔
真的是开心美好的一天#创业 #裸辞创业 #创业女孩 #我的创业日记 #养成系创业 #辞职创业 #创业日常 #创业坦白局",编辑于 2天前 山东,173,37,57
零竹林,,超级可爱的特效#长相 #颜值 #当我有了新自拍 我有了新自拍 #脸型,2小时前 广西,3,收藏,2
tang.,,有没有是他俩，但是别人看不出来的图片，想当头像[捂嘴笑R] #栩你渝生❤️ #求图 #梓渝宝宝  #田栩宁_,编辑于 07-07 陕西,3330,1341,1138
我不是起号前边名字太抽象被封了嗯对就是这么惨,或许长发男和地雷女才是最好的父母爱情？,"我爸妈诡异的像长发男和地雷女
我爸妈诡异的像长发男和地雷女
我突然谈到说主播的妈妈很像地雷女当父母的样子，主播突发奇想，觉得其实主播的爸爸也比较像长发男，只不过是比较冷酷的那种，而且不善言辞，但是又喜欢小众文艺的东西，主播的妈妈比较容易暴躁，脾气一点就炸，非常的可怕，实际上比地雷女还要可怕的多（仅供娱乐，没有歧视和针对鄙视等等，我本人也对亚文化很感兴趣）#长发男 #地雷女子 #地雷女 #父母愛情 #抽象",5天前 陕西,7762,603,1267
喜欢黑色,恐龙迷必来|越南胡志明旅游打卡咖啡馆,"#恐龙﻿ ﻿#探索博物馆﻿ ﻿#玩具收藏﻿ ﻿#侏罗纪公园﻿ ﻿#侏罗纪世界﻿
#SAURUS Coffee & Gallery[poi_v2]#
今年春节在越南度过的 虽然犯了东南亚肠胃炎但是带孩子去了saurus coffee 作为恐龙迷的他很激动
收藏的展品质感一流沉浸感拉满 在国内要是有一家同样类型的店是不是会收门票🎫🤔",编辑于 2天前 天津,383,142,12
王波艺术面包2,面包黄瓜、烘烤前与烘烤后的区别,面包黄瓜、烘烤前与烘烤后的区别#手作面包 #烘焙 #面包控 #面包 #手工 #面包脑袋 #碱水面包 #吐司 #面包店 #手艺人,2天前 四川,5348,161,570
皮皮推,这四家单位，该选哪个？,华为、南方电网、阿里巴巴、湖北省选调生，如果是你，你会怎么选？,编辑于 昨天 15:56 江苏,703,111,1768
满分维C,用涂鸦让照片变实况,#live涂鸦艺术家 #影像与想象,2天前 福建,4,1,评论
大厂小事料,为什么腾讯有那么多“副总监”,有没有发现，腾讯有那么多总监、副总监，副总监下面还要分组长、副组长，这都有什么区别，为什么有了总监还要有副总监？有没有懂哥解答下。#互联网大厂 #互联网 #腾讯 #职场那些事儿 #字节跳动 #阿里巴巴 #大厂 #阿里 #关于初入职场的我们,3天前 河南,182,55,105
小羊睡不醒,,#当我有了新自拍,2小时前,点赞,收藏,1
荷池小鱼🐟,,"财务是不是最没出息～
心理偏差好像越来越大了。没技术的财务不想打工了，做什么合适？",5天前 广东,355,48,833
壳壳,,#分享你的和平萌趣穿搭,5天前 河南,点赞,2,1
三栖猫,这蘑菇能吃吗？怎么好像在奸笑啊！！！,求问这是什么蘑菇，有毒☠️吗？怎么横截面是一张奸笑脸👽#菌子 #蘑菇 #真菌,编辑于 07-11 日本,5586,388,1235
日影杀手,,#看这是我们的世界,6天前 广东,33,17,1
03Berlintone,Puppy🤎,"🌭🐶
#朋友圈背景#壁纸",编辑于 07-12 英国,73,4,5
小王的日常分享,在字节的 1916天，我毕业了,#互联网大厂 #离职日记 #新的开始新的起点 #字节跳动 #抖音,3天前 北京,807,86,557
A-,,"为什么女生都喜欢宝马3系而不是5系
#宝马 #宝马5系 #宝马3系 #宝马4系 #宝马X3
#宝马i3 #宝马m2 #宝马车友群 #宝马车友会#银川丰泰海宝 #全新BMWX3",6天前 宁夏,85,23,637
啊啊啊轩,,#5分钟治愈充电焦虑 #听雨,3天前 广东,1,收藏,1
万里归书,行过万里路，我决定翻开万卷书|,"Hi 大家好~我是万里归书，95年北漂女生，毕业6年，未婚未育，刚经历了第二次裁员。
	
这次失业后我并没有急着找工作，而是踏上了计划已久的旅程：用骑行和自驾的方式，在中国大地上行走了“万里路”（虽然过程坎坷，车坏了好几次，却也阴差阳错看了许多风景）。
	
这一路，是身体的跋涉，更是心灵的震荡：
壮阔风景的洗礼让我感叹“人之渺小”；
形形色色的人和故事，在我心里埋下无数关于 “生存”、“选择”、“意义”的问号。
	
当风尘仆仆回到日常，一个念头无比清晰：
“‘万里路’打开了我的眼睛和心，而‘万卷书’将赋予我沉淀与智慧。
古人云‘读万卷书，行万里路’——
原来走过的路，是为了让书上的道理不再苍白；
经历的起伏，是为了在字里行间照见自己的困惑与渴望。”
于是，我决定开启一场内在探索：
✨ 在书页间深耕，寻找关于生活、成长与自我的答案。
	
这个账号，将记录我的【成长与感悟阅读之旅】：
1.【主题书单深挖】：聚焦带给我心灵震撼、认知颠覆或深刻慰藉的书籍；
2.【阅历加持的感悟】：结合生活经历，解读书中思想，让抽象道理扎根于真实生活的土壤；
3.【知行成长笔记】：记录我如何将书中所得，应用在回归后的迷茫、职业思考与内在重建中。
	
我不是导师，只是一个带着生活给的问号，渴望在书中寻找启发的同行者。
	
我相信，真正有力量的阅读，关乎如何在纷扰世界里，构建内心的秩序与光明。
	
如果你也：
相信阅读是认识自我、理解世界的桥梁；
在成长路上有困惑，渴望深度思考而非快餐答案；
想看到“有生活厚度”的真诚书评与感悟；
或单纯想找一个安静读书、共同成长的角落…
那么，欢迎同行！
	
在这里，没有浮夸的逆袭，只有一字一句的深耕；
没有速成的答案，只有持续探索的微光。
	
关注我，一起在万卷书中，见天地，见众生，最终见自己。
	
也期待你留言：哪本书曾深刻影响过你的人生观？或者，你正在寻找哪类能带来成长顿悟的书籍？
	
#成长  #行万里路读万卷书 #且行且看且从容 #人生感悟  #深度阅读  #读书博主  #听见日子翻页的声音 #提升认知  #心灵成长 #书单推荐  #阅读分享",1天前 河北,3,1,2
可口可乐,泰兰德之Bible，Jes，女团（7月13日）,"今天冲着Job去的诗丽吉王后国家会议中心，结果没看着，好伤心。
但居然有《四分钟》的主演在，好意外。还收获了热辣的女团舞，和很好磕的一对女cp。
超近距离看了Bible和Jes，硬帅。",6天前 泰国,12,1,9
盼盼,银行机关真的待不下去但领导不同意我坐柜,真的特别特别忙 每天喝水的时间都没有 一个报表接一个报表 一个报告接一个报告 每分每秒都在干活 每天面对几十页的报告 几十亿的数字 填错还被骂 每个假期都没法出去玩 一个电话或者群里一个通知就要赶回来填表 还要上传下达 支行没空搭理你领导又要结果 天天加班 哪天不加班按时回家 就是领导随时打电话 不接就夺命连环call 不管几点都打 打电话从来不会问你一句在家没吃饭没 直接就是你把什么什么数据做一下 默认你每天24小时都随身携带电脑 每天休息心里都很忐忑总觉得下一秒就有电话打进来 干死干活 加班加死一个月不到4000的死工资 我申请去坐柜还被拒了 理由是我走了这些活没人做了 我只想按时上下班下班了没人打扰 怎么办啊真的疯了#银行 #银行人精神状态 #金融民工 #不喜欢上班 #领导 #发疯 #精神状态,3天前 河南,570,223,543
雨后有彩虹,这个征信，还有机会贷银行吗,该怎么优化？深圳在职，有社保有3000基数的公积金，普通私企，工资代发招行，想弄招行的，处理好自己以前的不懂事,2天前 广东,37,2,83
原味薯片,,不化妆，剪短发翘翘头好看吗，看网上都是化妆后的样子#短发 #短发发型 #翘翘头#短发烫发推荐,编辑于 07-02 湖北,378,117,1070
Bubble,所有的不美好，都是为了迎接美好,,06-22 山东,4312,721,241
哈哈哈本哈😜,在意大利火车上被偷，昨天警察局呆了9个小时,"😔周六去参加朋友在维罗纳的婚礼，然后周日去米兰的火车上被偷，下车的时候才发现。本人在英国/欧洲这边超过10年，平时特别小心，第一次被偷，但这次刷新了我的认识。我把书包放在我的头顶上，然后下车的时候发现被开包，里面的相机/镜头/首饰和很多东西都没了。我们买的还是快车，相当于意大利高铁，就一个小时，中间来来往往的人上下车，而且我全程没有睡觉，旁边座位还没有人，就这样放松了警惕。
🧊下车第一时间跟火车工作人员沟通，火车上工作人员态度极差说你应该更Careful，我们啥也做不了，然后就走了。后面再找火车上的经理，一顿鸡同鸭讲，他说你们去报警吧。
🧊米兰中央火车站的警察局人满为患，一问全都是在火车上被偷的。然后就是漫长的等待去做笔录写report，我们2点到的等到了7点半才轮到我们。一问大家的故事我觉得我们还比较幸运，有人行李箱直接被一锅端，有人放在头上的包被拿走，有人身上的钱包被偷，不光是中国人，全世界各地的人都有，朴素的光鲜的一视同仁，还有很多意大利当地人，大部分都是在火车上被偷，还有一些人还没出站被偷。我知道意大利很乱，但现在有点离谱了，有一个米兰当地人说她过去2年被偷了13辆自行车。我们做笔录的期间还有火车工作人员突然来报警，刷票的机器都被小偷顺走了。
🧊接着和警察就是一顿讲，他写了report，但也跟我们说找回的概率是near impossible，我想也是，但是主要是相机里面有很多回忆的照片，抱着一丝侥幸心理。我都想跟小偷说把存储卡还我相机你拿去好了。帽子叔叔写report用的是Google translate直接复制粘贴，很草台，官方report很儿戏，那个report他写的巨慢无比，就这个智商和效率能抓到贼也是不可能了吧。
🧊2点到一直弄到10点离开（其中警察也很忙写report各种打断，外面还不断有新人来报案），来警察局的就我看到的在这个期间超过30人，每一次有火车到站都有人被偷跑过来，人数太多警察也无法受理去叫他们去其它警察局。一直到晚上10点还有人来说被偷了，小偷也是超常营业了。我都感觉应该叫小偷再就业当意大利帽子叔叔，让帽子叔叔去当小偷这个治安问题能解决。
#意大利被偷 #意大利旅游 #米兰治安问题 #意大利小偷 #意大利治安 #意大利旅行 #米兰小偷 #米兰旅游",5天前 意大利,3070,741,3187
我的飞行日常,当书店店长的第十天,"昨天晚上刁老师约吃饭，
霞霞老师还特意准备了鲜花和蛋糕，
说是再给我过一次生日，
所以又吹了一次蜡烛，许了生日愿望。
我都已经离开学校一年了，也即将要到外省工作，
还能被她们惦记并且付出这些，
不由得感叹实在是太难得了～
除了感恩，也只有感恩了
因为家里已经好几束花了，
想着可以把这束花带到书店，
这样待在书店的人也能幸福的感觉。
	
今天并没有一直在学习，反而是拿出电脑开始工作。
领导在外面出差，我就在这里哐哐当辅助。
一下午，做了4个项目的微信公众号推广，
还做了2个硕士留学的海报设计。
工作效率虽高，但也着实累人。
	
到天色渐晚的时候，
我才拿出帆布袋里的英语资料，
先刷几篇语法填空练练手吧，
然后开始今天的任务：着手准备衔接课的资料。
好在之前请教了教高中的朋友们，虽在四川，教材不一样，
但是还是能学到很多经验，尤其是胡老师给的学科网账号，
简直让我事半功倍！
感恩朋友们的无私分享
比起面对电脑，我还是更喜欢面对纸张。
	
哦哦，对了，今天也是被小花温暖到的一天～
我一直坐在书桌旁工作，它就睡在对面的椅子上陪着我，
期间它翻了个身，还撞到了椅背，我都听到了吱呀一声，
它还好，换个姿势，继续睡觉。
猫咪真的好乖，
以前我怎么没有发现呢🐈
潘潘来接我下班啦
#每一个当下 #值得待上一整天的书店 #独立书店 @宽野书店",编辑于 07-02 四川,8,收藏,2
