Author ID,Title,Content,Publish Time,Likes,Favorites,Comments
芙昕|生活摄影美学,培养你的摄影眼⭕万物皆可拍📷手机拍照,#我的摄影日记 #小红书自然拍摄倡议 #手机拍照技巧 #手机怎么拍大片 #小白学摄影 #摄影构图技巧 #拍照构图 #万物皆可拍 #镜头下的世界 #手机拍照 @摄影薯 @知识薯 @视频薯 @小红书创作助手 @小红书创作学院 creator academy,07-04 重庆,6.6万,1万,1599
溜溜是六六啊,刷到的姐妹都能抢到演唱会的票啊啊啊啊啊,#演唱会﻿ ﻿#演唱会抢票﻿ ﻿#手机望远镜﻿ ﻿#鹿晗四巡,3天前 河南,350,156,9
人呐，要有趣一点,通缩爽死了！！！,"在现在呆的城市只有一套全款自住房，已经跌了超过30%，不过无所谓，这套房已经是过去时了，并且是好事，因为几年前想都不敢想的豪宅，现在已经动了心思
另外现在持有大量现金，并且在可预见的未来，有很稳定且非常高的收入
通缩对于我这类人是不是爽呆了，希望恶性通缩
#经济大环境 #形势一片大好 #经济形势严峻 #通缩",3天前 广东,371,144,540
里脊肉饼,,"家里给了15w，买labubu还是买星越L
#labubu #吉利汽车 #星越L
#15w怎么选[PK]#",06-27 山东,1408,188,6320
叽呀加🤤,我终于感受到了生活🫧他竟然是个动词🥳,"生活中好多零散的 碎片的🧩
每一个平淡的细小瞬间就是幸福❤️
我慢慢感受、频繁记录着身边的小幸福 📝
才发现，幸福有迹可循😎
#家是我的能量场 #厨房是我的精神庙宇#厨房 #浪漫生活的记录者 #情侣 #亲手营造的家 #生活的意义在于生活本身 #是live也是life #DIY家的一平米 #小家DIY大赛
@家居薯",07-06 浙江,8372,3169,301
NyxBarbitique,小时候幻想成为时尚的大姐姐,,编辑于 1天前 湖南,93,3,5
云飞渡野,Crush的歌单，是直男吗,#和crush聊天 #歌单 #歌单分享,07-04 广东,3008,358,6066
凉凉子,在公司楼顶看暴雨 发呆 等周末,#和明星一起交换热爱 #今天干点啥,1天前 广东,3,收藏,评论
想吃好草的牛马,求销售岗！,"本人98年的牛马，目前在这个行业最高拿过5w（已是本行业天花板），平均3w＋，社保公积金交得相对较多，到手所剩无几，Top也就这样了，干了4年，想在上海买房还遥遥无期，谁能推荐一下天花板高的销售，本人学得很快，能吃苦，稳定，毕业到现在一直在一家单位工作，很喜欢销售工作，需要有五险一金，管理层工资比员工工资高的销售岗（天花板靠6～10年资历刷资源的不考虑）
（目前在职，合适就跳）
认真找工作，不喜勿喷！",2天前 上海,1132,790,511
+v看蟹黄堡秘方,,朋友喜欢滔博的Jackeylove，给她送什么生日礼物比较合适#英雄联盟 #jackeylove #tes #滔博,4天前 山东,195,47,863
运动薯,解锁夜跑专属穿搭图文模版💫,"「夜跑穿搭大赛」图文模版已上线就位，就等你的亮眼登场！
薯为跑得快更穿得酷的你准备了专属图文模版，不管是反光装备的酷飒细节，速干衣的利落剪裁，还是藏着小心思的搭配，都能轻松get夜跑OOTD大片
	
🕶️使用方法：
进入运动薯主页➡️模板作品➡️图文➡️选择「夜跑穿搭｜夜跑人的潮流秀场」即可使用
	
💙即日起至8月17日，带话题#跑进夏夜、#夜跑穿搭大赛、#runfit 用专属模版秀出你的穿搭灵感和实用装备，这个夏夜，让跑步成为最靓的秀场🤩
	
#跑进夏夜 #夜跑穿搭大赛 #runfit",2天前 北京,106,38,21
luo土豆饼,康康我的小红书新头像 🗣,#晒晒我的小红书头像,1小时前 浙江,1,收藏,评论
黎小只,Jay·第100场嘉年华🎠,"很幸运等来了好天气✌🏻
#周杰伦厦门#厦门奥体中心白鹭体育场 #周杰伦演唱会视角",编辑于 6天前 福建,32,2,16
酌月（原创美图）,🌿2025三伏时间表｜入伏海报｜初伏文案｜素材,"🌻【2025年三伏时间】
初伏 7月20日 - 7月29日（共十天）
中伏 7月30日 - 8月8日 （共十天）
末伏 8月9 日- 8月18日（共十天）
	
❶初伏启幕，暑气渐盛，愿您在忙碌之余，能寻得片刻清凉——或饮一杯温润的绿豆汤，或享一段晚风相伴的休憩时光。时节流转间，愿安康与暖意常伴左右。
	
❷今日初伏，夏意正浓。愿您兼顾忙碌与休憩，如这伏天的阳光与树荫般平衡相宜；也愿三餐有热汤暖身，入夜有清风入梦，在时序更迭中，感受生活的安稳与舒心。
	
❸初伏至，暑渐浓，时节的脚步悄然迈向盛夏。愿您在这一段时光里，既有应对暑热的从容，也有感受日常的闲逸——一杯清茶、一餐热食，皆是生活赋予的小确幸，愿安康常伴，顺遂如常。
	
❹初伏已至，夏韵渐深。愿您能在暑气中寻得适宜的节奏，白日里精神饱满，入夜后安享好眠。也愿这份时节的提醒，能让您记得关照自己与身边人，让温暖与清凉，都恰如其分。
	
#公众号素材 #小暑大暑处暑 #夏季养生 #夏日消暑风味集 #2025三伏时间表 #入伏海报 #初伏文案 #跟着节气过生活 #入伏插画素材 #幼儿园",编辑于 昨天 20:10 天津,1240,227,136
mire ✨,看看大家拍的植物园🤩,#这里拍照很出片 #太原植物园,06-25 山西,37,1,25
小灵出没,05女大 在线接陪丸 保养价500/1h,"💡想碎碎念一下🥲
我知道干陪🥣的特别多 但是感觉还是会有 有单无人接黄单的事情😢（还是怪我准备不充足
其次是价格问题🙂 每天刷🍠上很多10元/H的 5元/H的
搞得很多人来问 娱乐女🥣 超过30他们就觉得好贵
那你说你的💰是💰 难道陪🥣的时间和付出就不值一文么
你想要好的体验还想要情绪价值还想要真实女🥣 哪有说便宜都让你占了
搞得我真想点一单10/h的🥣体验一下是什么感觉了
我真的不知道了 作为板板想要什么样的🥣了
大家可以给点意见嘛🥲#三角洲 #三角洲行动 #csgo女玩家 #CS #大学生赚米 #FPS #游戏搭子 #一起玩游戏 #大学生诚信 #csgo #三角洲 #三角洲行动 #csgo女玩家 #一起玩游戏 #FPS #csgo #大学生诚信 #CSGO饰品 #三角洲 #三角洲行动",6天前 广东,14,1,30
海淀妈妈Sherry,无证上岗的家长，不知道孩子长大了会怎样,"[呃R] 今天在地铁🚊4号线上目睹了一场争端。起因很简单，图1这个男士坐着的座位空下来了，附近一位女士刚要坐，这位男士马上伸胳膊撑住了车厢，挡住了那位女士，然后踩着她的脚坐上去了。女士不满，说你抢座就抢座别踩我脚啊，男士马上提高了嗓音说：狗踩的。女士睿智应答：没错，狗踩的。男士一屁股坐下，想了想好像觉得不对，说我没踩你，你把鞋子上的脚印给我看。女士根本不惯着他，接口道：不是狗踩的吗？它不踩我怎么能坐上这个位子呢！
 此时，男士身边的位置空出来了，女士大大方方坐下。男士刚才吃了哑巴亏，开始跟对面的家人用家乡话蛐蛐（此时才知道对面一排都是他的家人），然后暗地里开始搞小动作。他在众目睽睽之下，把自己的腿伸到了女士座位的中间，挤压着人家的大腿。女士一直往旁边挪，实在忍无可忍，冲他厉声道：把你的腿放在该放的位置，别碰到我。这位男士开始大喊大叫：谁碰你的腿了，说着用手在人家的大腿上指指点点。女士被激怒了，让他拿开自己的狗爪子。同时提醒他，作为家长，他这样的行为属于流氓，是怎么给自己的孩子做榜样的。男士始终没有撤回自己的腿，同时手指着女士用极难听的言语骂骂咧咧。女士没再搭理她，请坐在她左手的小伙子跟她换个座位，以离开这只疯狗。
 男士喋喋不休，用全车厢都能听见的声音说自己被人身攻击了。见女士不再说话，感觉气焰又上来了，跟对面的小男孩说：儿子，以后有人对你人身攻击，你就扇她！！他儿子从手机屏幕上抬起头，点了点头。
 我和那位女士同在海淀黄庄下了车，看她平静的走上扶梯，放下心来。车厢里没人帮她说一句话，连治安员都没有制止那个人的行为。但她毫不示弱的劲儿，让我非常相信她也是位海淀妈妈，也许也像我一样正着急回家给孩子做饭。无论如何，我真心希望她的心情没有被影响。
 有些人生来自私，甚至恶毒，连做了家长都没有任何收敛。在这样的家庭成长起来的孩子，会遵守起码的道德准则会有基本的善恶之分吗？
	
#家长素质需要提高 #家长的力量 #海淀妈妈 #教育 #父母与孩子 #家长",编辑于 3天前 北京,1385,52,528
好久不见,康康我的小红书新头像 🗣,#晒晒我的小红书头像,2小时前 柬埔寨,点赞,收藏,评论
颜夏灰灰,厦门周杰伦,"“我永远活在第一次遇见七里香的夏天”💜
厦门真的热爆！感觉第三场也是有点唱不动了
吐槽下：第三场的歌单，经典的好多都没唱啊！！点歌环节估计宝子们都太年轻了。年纪大的我想听的老歌一首没听到#演唱会后遗症 #赴一场青春的约会 #耳机里的浪漫出现在眼前",6天前 福建,2,收藏,1
大学生韭皇割了又长,有钱人会开比亚迪吗？,比亚迪真的都是网约车，穷人在开吗？有没有有钱人，老总，开比亚迪的，让小弟开开眼#比亚迪 #A8 #有钱 #亿万富翁,07-09 江苏,148,42,1640
极品安少.,找超自然陪陪,"找超自然陪
开全馆那种
带价来#咨询 #超自然行动 #陪玩 #找人",3天前 天津,9,2,10
超级无敌橙,,,3小时前 韩国,2,收藏,评论
杨汝晴,裙子是借的，但气场不是,"张爱玲说“各人住在各人的衣服里”，今天才懂，衣服可以借，但底气必须是自己给的。
	
那个小镇女孩也终于靠自己拿到了这份璀璨的光。
	
借的裙子明天要还，而养硬的气场能穿一辈子。",昨天 12:11 北京,3602,139,333
小怡睡不饱,无滤镜女头,#无滤镜女头 #高清女头 #女头,07-05 江西,5325,1985,140
咸炸酥,想不通了,"经反复验证后确认是真钞，折合人民币144元……
全过程P2 实物P3
#bw#百思不得其解 #有时候真的很无助 #漫展 #集邮 #bw2025#无料
二编：我早上被妆娘跑单了 临时紧急找的妆娘 定金也没要回来…这就是物极必反吗？",编辑于 6天前 上海,3019,143,813
嗷呜嗷呜,康康我的小红书新头像 🗣,#晒晒我的小红书头像,1小时前 广东,1,收藏,评论
闭嘴吧你,,田栩宁说蹭鼻子好欲啊！！！！听见了吗！是田栩宁说的！是现挂！！！,2小时前 河南,88,3,26
yoki_瑜,✨首尔City Walk,"去了Hello Kitty的世界.
没来得及跟权志龙合照.
有点可惜.
#Hellokitty #瞎逛的一天 #没事儿瞎溜达
#韩女#成为韩女的第一步 #这个模版有点东西",07-03 广东,7,1,1
一只猫捡球,,由于搭子有事情去不了 只能把两个人的票退了  刚刚去看南京788的已经没了🥹🥹会有二开吗,6天前 江苏,8,收藏,35
Gowent,紫霞仙子来咯,"#浪漫的紫色 #紫霞仙子
超好看的妆造
造型师性格超好，拍完了还送我去地铁站赶车！！",06-20,67,22,5
小红薯64985E2F,为什么感觉大家都在劝退啊,有没有劝来的小语种前辈 #部委 #魔法部 #魔法部遴选 #小语种#朝阳门,编辑于 1天前 福建,1400,739,563
赴山河惊鸿宴.,,"求助：
存演唱会视频手机要爆炸了
想买一个硬盘
但是想要留住当天拍摄的时间和定位或者硬盘再次传回手机还可以显示之类的
有没有硬盘可以这样
求各位宝宝推荐
#追星 #演唱会 #livehouse #硬盘 #存储空间不足 #求助贴 #移动硬盘",6天前 云南,16,7,15
魔豆研究所,这也要抄吗，笑死我了,发现特斯拉中心换新矿泉水包装了，是因为之前的被模仿了吗 #特斯拉 #新能源汽车 #抄袭可耻原创至上 #有点离谱但别太离谱,编辑于 2天前 上海,499,58,645
每天进步e点点,在工位再也坐不住了,主包坐标西安，大小周打工人，工作两年利用双休周末和节假日去了广元、烟台、三门峡、十堰、洛阳、郑州、重庆、苏州、常州、运城、大连、北京、天津、武汉、平遥、丽江、铜川、济南、临汾、长白山、太原，还去外地看了三场演唱会，未来两个双休还打算去内蒙古鄂尔多斯和香港。几乎每个双休都在路上，好处是每个周末一下班就能快速投入到旅行状态，到了一个完全陌生的环境就能很快从上班的状态中脱离出来，精神松懈下来，也因此能完全放松地享受美景和美食。坏处就是存不住钱，且精神非常割裂，每个周一坐在工位都精神恍惚，情绪大起大落，周内和周末仿佛活在两个世界，然后花一周去调节，再花一周去做下一场旅行的攻略，周末继续出发，在工位完全坐不住，满脑子都是出去玩儿#跟着兴趣去旅行 #西安吃喝玩乐 #打工人 #人在工位心在哪里 #西安周末去哪玩 #开始期待下个周末了 #旅行日记 #旅行攻略,编辑于 5天前 陕西,4947,2332,962
央国企招聘情报站,2024年中央企业实业集团利润排行,"2024年中央企业实业集团利润排行一览清单！
所以近几年为什么很多小伙伴越来越想进央国企，因为央国企的待遇越来越好了，并且也是大家心目中的稳定的工作！
学姐曾经考央国企有过很多弯路，今天给大家整理了这些中央企业实业集团的排行，大家理性观看，仅供参考哈#排行榜 #市场发展趋势 #薪酬绩效 #薪酬 #企业盈利能力 #主营业务收入 #行业报告 #行业分析",4天前 云南,139,99,32
治愈系胖爹,,如果你50岁了，看完你就明白了#治愈系 #情感 #情感共鸣 #人生感悟 #生活就是如此,5小时前 广东,321,190,35
ᝰꫛꫀꪝ,📢真正的一流大刊水准，中国大学排名🔥,"📢【2025中国大学排名重磅出炉！你的母校上榜了吗？】🔥
清华北大稳坐TOP2宝座🏆，浙大/上交/复旦紧随其后！这份超全榜单从清北到地方院校，覆盖综合/理工/师范/财经等各类高校，快来看看你的dream school排第几？👇
▪️ **顶尖梯队**：清华（1076.1分）断层第一，北大、浙大、上交、复旦包揽前五！
▪️ **黑马院校**：深圳大学冲进TOP70！南方科大（32名）表现亮眼✨
▪️ **专业王者**：
- 财经类：上财/央财/对外经贸
- 医药类：首都医科/南方医科
- 政法类：中国政法/华东政法
💡 **选校干货**：
✅ 综合类前10：清北+华五+武大/华科/西交
✅ 师范类TOP：北师大（19名）、华东师大（30名）
✅ 理工强校：中科大（7名）、哈工大（14名）
📌 **小众但强**：
- 想学外语？北外/上外/广外闭眼冲！
- 艺术生必看：中国传媒大学（语言类TOP3）
- 体育特长：上海体育大学（体1）、北京体育大学（体2）
💬
👉 你的学校排名上升了吗？
👉 评论区晒母校排名，找校友啦！❤️
#大学排名 #高考志愿 #考研择校 #985211 #志愿填报干货",07-10 贵州,315,84,14
salty^ - ^,顺顺利利爱,顺爱现在热度刚刚好！前六集大爆后各方下场扰乱观剧环境，各种限流搞主演，现在虽然没有全网刷屏的热度，但是该吃的饭一点没少吃。尽管私心想要顺爱更火一点，但为了剧的安稳维持在当下热度也很好。#顺爱 #大宝天天见,昨天 13:33 重庆,1107,27,75
行动组,西班牙空军台风战机在航展中撞鸟全过程记录,"#航空航天 #军事 #武器装备 #鸟 #战斗机 #航展 #飞机 #航空摄影
摄影师:Javi_as99",编辑于 1天前 江苏,1177,308,358
拾月,,用这种头像的我愿称之为#美女 #帅哥 #小众头像 #头像 #精选头像,6天前 四川,114,54,37
08,幸福的终点  原来是起点,,昨天 18:47 江苏,23,4,1
小红薯65AFC052,,天津难道都不需要收银吗 怎么这么难找,2小时前 河北,点赞,收藏,评论
哈肉肉小店,厦门周杰伦演唱会被骗（应该所有在厦门,应该是团伙作案。闲鱼加的，说是工作证带入，早上1500，下午2500，我半信半疑，就选了1500，还交了150定金，提前一天到达厦门，隔天早早就在那里等，带队的人自己都不是很认识地方，带我们饶了好大一圈，快到南广场的时候，接了个电话，说让我们下午再来，还说给我们便宜点，结果，我活生生在那里坐了一天，等到下午的时候，他说你的价格是早上的，现在下午就要按下午的价格，也可能他们内部没沟通清楚，反正我在下午进就要按下午的价格？我那个火啊，我吃多了早上那么早来。进不去是我的问题吗？，现在你和我说早上太严进不去。活生生坐地起价，后面找了微信联系的人，他直接不管。后面我想着说来都来了。打电话过去问能不能少点，直接把我电话拉黑！后面只能在外面坐，听工作人员说这个是骗人的，现在微信定金那个人一直不回复，,编辑于 7天前 广东,72,21,222
Timeless、,如果天气好的话🌞,#天气好的话 #少和人纠缠多看大自然 #我想我们应该坐在一起发呆,4天前 安徽,46,13,2
刘大仙儿,笑死完全区别对待，姐的欣赏不像演的哈哈哈,#宁静#美女#女神#张智尧,07-04 广东,1.1万,592,639
龙都集市新疆月牙面,,您知道中国哪里的面条好吃吗？评论区里说说吧#面条 #食品,6天前 河南,1492,485,267
韓寧,快速提升词汇，不背单词怎么行？,"🏁 背单词打卡 Day 73
💻 累计学习单词：4239 个
📅 今日学习单词：400 个
🕙 今日记忆次数：400 次
You are unique like a snowflake:)
没有人是你，这是你的优势。
#学习打卡",3小时前 河北,点赞,收藏,评论
小花骨朵0824,,被困澳门，流量还有两天过期，在新求助，怎么继续办理,3小时前 中国澳门,点赞,收藏,6
方脸猫,你好，认识一下 🙋‍♀️,脸太方，路太难,4天前 江西,点赞,收藏,评论
兔兔爱吃瓜,恭喜🎉莎莎成为梅森马吉拉香氛品牌代言人,听大家的下手了慵懒周末，第三张照片好可爱🥰#孙颖莎 #孙颖莎加油 #孙颖莎最棒,编辑于 06-27 上海,1258,27,110
haajsh,哲哥太懂生活了哈哈哈,"刚到海边立马找了遮阳伞坐下开始打游戏，太有生活了！
﻿#绝区零﻿ ﻿#zenless_zone_zero﻿ ﻿#绝区零创作者激励计划﻿ ﻿#绝区零夏日特辑",2天前 上海,2657,200,60
一个蟹蟹梨🍐,旷妈，人是野生的,"罗卡角我来了！🌊
欧洲大陆最西端
这大西洋的海风是真大呀
	
#ootd #可是旷妈人是野生的 #世界这本书我又多读了一页 #plog #日常 #罗卡角 #葡萄牙 #旅行碎片 #世界在我眼中",7天前 上海,1190,52,30
半夜偷吃干脆面,考古田哥哈哈哈以前好萌好呆啊,#你一定会红透半边天的 #田栩宁 #田栩宁新剧,编辑于 6天前 安徽,893,123,47
蒜Q,,一想到九月份开学刘铮也要去上学我就想笑#顺恨 #刘轩丞,3天前 河南,5714,382,1148
wwwli,,我真是服了银河左岸了，20号的音乐节一直在放票，感觉那天人得多死，真不怕发生踩踏啊，现场是不让原地坐下的，说是怕发生踩踏，那你票倒是卖少一点啊，到了晚上v区人得多成啥样啊，这个天又这么热，我上次秋天去音乐节晚上都快挤得要闷死热死，别说现在这个天气了，感觉20号那天音乐节v区的宝宝们得苦死了银河左岸太不干人事了#银河左岸 #音乐节,2天前 江苏,174,8,231
神的爱恋诗_official,来自重庆的地下偶像团体🩷✨,"我们是来自重庆的地下偶像团体
神的爱恋诗✨
	
❤️切切Chieko
💛笑笑XwX
🤍弥音Mio
🩵沫沫Moya
💜猫头CwC
💚茶茶
	
#地下偶像 #神的爱恋诗 #地偶 #公式照",4天前 重庆,432,86,50
小Y.🍠,不骑车了 我来野混了…😋,"不骑车的时候干嘛呢 当然是在放空自己🤭
骑行时刻感受自由🌬️
不骑行时刻感受生活🧘🏻‍♀️
——打扮欲 表达欲 分享欲
就是我要的生命力
#不骑行的时候我在认真拍照 #女骑 #骑行 #不骑车的时候在干啥#不露脸拍照 TIANWU COFFEE[poi_v2]#  #咖啡 #生命力 #感受生活 #自由#tianwu咖啡",编辑于 6天前 北京,105,1,5
毛茸茸瓜,,看了丰田的净利润，馋疯了。全体丰田员工能不能要求加工资。我已看不惯这个净利润。#嫉妒,4天前 广东,137,39,117
Good-luck.敏.,求steam耐玩上头游戏🥺,"比较热门的都玩过了。
星露谷，苏丹的游戏，火山的女儿，饥荒缺氧，潜水员戴夫，模拟人生4，赛博朋克这些都玩过了，大表哥老头环博德之门最后生还者因为电脑配置内存玩不了，现在就是非常想要找到上头的游戏！",5天前 美国,1770,1198,2813
花开一树,,有没有财政国库的来交流一下病情,2天前 广西,156,114,283
厦门设计师 黄开源,非常抱歉🙏目前我们公司真的出不了厦门！,"自从我在小红书宣传我们公司的手艺以来就一直有很多朋友在支持我们，真的非常非常感谢朋友们的支持！但很遗憾，以我们目前的能力，暂时只能服务厦门地区的业主，实在很抱歉😞
❓为什么不接外地单
因为我们无论是工人还是材料商都是厦门本地的，出了厦门就没办法给业主一个很划算的价格了，再加上我们的设计师都是要随时去各个工地巡检的，以此保证每个工地的正常施工和质量标准，距离远了就不能巡检地那么频繁了，物理上的距离带来的时间精力的消耗会导致出现问题不能及时发现和处理，所以我们无法承接外地单
🙋‍♂️第一次刷到我们的朋友可以看这里
我们公司年龄最小的伙伴也已经有了将近八年的工作经验，而我则是从毕业就开始进入装修行业，从一开始的实习生到现在独立带领我们公司，也有十多年的经验了。不仅是设计师，我们公司的工人们也都是我知根知底的老师傅，合作了很多年了，厦门的新房装修我们也做了几百户了
📝我们的优势
✅ 所有的项目都是我亲自对接，不外包也不转包
✅ 价格公开透明，报价清单上清楚地写明每一份费用的具体支出，材料具体到品牌、规格、数量，人工具体到每一平花费多少
✅ 我们签的都是闭口合同，没有增项也没有漏项，每一项支出都会在报价上写得清清楚楚
✅ 有问题不推卸，我们第一个出面为您解决问题
👋在厦门的朋友们看过来
如果您正好在厦门，正好在寻找靠谱的装修公司，请给我们一个机会！
#厦门装修 #厦门装修设计 #厦门设计师 #装修 #厦门 #装修设计 #厦门装修公司 #靠谱装修 #厦门靠谱施工队 #全包装修",2天前 福建,点赞,收藏,评论
oneOZ,极氪009除了贵基本没缺点👍,,3天前 江西,18,2,54
LIU66,彻底跟陪伴我们家20年的老伙计告别了👋,"今天收到了车管所寄来的“新牌照”，一时间还是有点恍惚，还是以前的号，但是从05年到现在陪伴了我们家20年的老伙计却不在了整整20年勤勤恳恳，带着我们风里来雨里去，奈何抵不过排放的要求，作为欧II排放的车纵然20年只跑了15W公里依然难逃退役的命运，都没有好好告别就这么走了👋
#和过去说声再 #时代的印记",06-25 北京,4352,619,1233
vøn,要回去了吗，囚犯,"#p5r #双子 #卡萝莉娜 #芮丝汀娜 #cos
一人出两个角色真的好累
自己的长相确实不适合演小孩
但喜欢双子设定还是出了( ̀⌄ ́)",2天前 天津,2.1万,739,257
柠檬加了盐^0^,十七岁的我（高中生）,我的十七岁#开始怀念刚上大学时的自己 #照片里的青春 #漂亮的是我不是十八岁 #稚嫩的青春,昨天 16:55 江西,44,14,4
狸狸&明星同款手册,张峻豪21年穿过的鞋25年的今天被他代言了！！,"张峻豪7.20日生日当天官宣KappaWing系列代言人，真的是好有意义的一次官宣～
重点是，扒了一下发现，小哥哥21年就穿过了Kappa家的鞋，这简直太梦幻联动了！！！！cr：张峻豪
#张峻豪 #张峻豪顺顺 #张峻豪同款 #张峻豪穿搭 #张峻豪私服 #明星同款 #KappaWing赛车鞋  #明星私服 #男明星穿搭 #张峻豪新歌",编辑于 20分钟前 河南,93,7,评论
🍮焦糖奶黄,,#希望能火🔥,07-11 新加坡,70,31,138
Lluviadulce,写女空乘着装建议 当场收到乘务长的回信🥹,"当时看到嘻哈那句“如果那时她能有一条裤子”（p3p4）我的眼泪就夺眶而出。女性到底会被多少无谓的框架困住。刷到已经有很多姐妹在给航司写意见卡并且已经初见成效，就想我一定要趁这次机会也去添砖加瓦。
	
问女空乘要意见卡的时候她好像不知道最近很多人在这么做，很惊喜，一直说太好了太感谢了。
没想到快落地前乘务长过来给了我一个小纪念品还有回信🥹其实有留意到机上她们已经都穿平底鞋，要意见卡的时候问了，她委委屈屈地说落地后还是要换高跟鞋的，我就也写上了。
	
看看这个回复吧女孩们，就要上桌，就要开口，有人推才会有进步，就要让所有人都听见，我们说话有用！
	
收到一些关于意见卡文本的建议，修改了一下放在置顶评论了，供大家参考。灵感也是来源于最早开始这么做的姐妹们发的帖子，感谢她们🫡
	
#空姐制服 #女空乘 #空姐意见卡 #女性力量",编辑于 昨天 23:39 江苏,1.1万,1241,598
momo,这种车位是给人停的？,#停车 #吐槽 #汽车 #车技,3天前 云南,330,35,907
小红薯61F4A49A,音乐节,不要问我为什么有五张票，却一张用不上，最后还被浇透#音乐节 也算是见到白小白了,3天前 吉林,1,收藏,评论
糕糕想长高,属于中医学所有退路！,"谁说医学生的退路只有医院？ 想进体制内的同学快速冲这些铁饭碗！
-
🌸专业划分：
中医学类专业包括中医学，针灸推拿学、中医康复学、中医养生学、中医儿科学等等，中医学类也属于医学大类，在筛选的时候可以把“医学——中医学类——专业”三个关键词都选择上哦！
-
可报考岗位：
🌸监Y，戒D所，市场监督管理局，卫健委，中医管理局等等都可以去考的，选择性还是比较多的
#省考 #考公 #公考 #国考 #中医学 #铁饭碗 #中医学考公 #中医学 #中医学专业",4天前 安徽,4083,4081,54
Mpower俱乐部,宝马Mpower一般可以开几年,"宝马M车友来集合
进组织滴滴
#Mpower #宝马M4 #宝马M3 #宝马M #宝马m2 #性能车 #宝马M5 #宝马",07-08 广东,36,12,142
来份薯条,k式k式,四个星期什么都没干，小说不看了，游戏不打了，就在研究这俩男的究竟爱没爱过 #顺恨 #柴鸡蛋,4天前 意大利,2218,64,310
问夏云图（重生版）,手幅案例合集,#手幅 #美工 #饭圈美工,3天前 山东,3,收藏,评论
